latitude,longitude,elevation
41.796009800,-71.483918100,28.5	
41.798105100,-71.478787700,30.4	
41.799996600,-71.473515400,37.4	
41.801678700,-71.468116100,25.0	
41.803146600,-71.462604400,25.9	
41.804396000,-71.456995700,33.3	
41.805423300,-71.451305900,46.2	
41.806225400,-71.445550800,25.8	
41.806800000,-71.439746500,21.3	
41.807145400,-71.433909200,24.2	
41.807260700,-71.428055600,21.0	
41.823934900,-71.428055600,23.7	
41.823796600,-71.421029400,19.0	
41.823381900,-71.414023000,3.3	
41.822692200,-71.407056000,1.5	
41.821729400,-71.400148100,24.0	
41.820496400,-71.393318700,17.8	
41.818996800,-71.386586900,0.0	
41.817234900,-71.379971500,19.0	
41.815215900,-71.373490900,25.1	
41.812945600,-71.367163100,16.6	
41.810430600,-71.361005600,21.9	
41.807678200,-71.355035400,28.4	
41.804696200,-71.349268900,28.8	
41.801493100,-71.343721700,8.5	
41.798078100,-71.338408800,4.2	
41.794460800,-71.333344800,2.5	
41.790651500,-71.328543200,4.8	
41.786660700,-71.324016800,10.2	
41.782499700,-71.319777600,1.2	
41.778179900,-71.315836800,8.3	
41.773713400,-71.312204800,5.5	
41.769112500,-71.308891000,0.8	
41.764389600,-71.305904200,0.0	
41.759557800,-71.303251800,0.0	
41.754630200,-71.300940900,4.9	
41.749620200,-71.298977300,2.1	
41.744541200,-71.297366000,2.8	
41.739406900,-71.296111000,1.2	
41.734231300,-71.295215500,0.0	
41.729028200,-71.294681700,5.4	
41.723811500,-71.294510800,4.5	
41.718595200,-71.294703200,2.0	
41.713393300,-71.295258400,0.0	
41.708219700,-71.296174700,0.0	
41.703088300,-71.297449900,0.0	
41.698013000,-71.299080500,0.0	
41.693007300,-71.301062200,0.0	
41.688084700,-71.303389900,0.0	
41.683258600,-71.306057500,0.0	
41.678541900,-71.309058000,0.0	
41.673947700,-71.312383600,0.0	
41.669488300,-71.316025500,0.0	
41.665176100,-71.319974000,0.0	
41.661022800,-71.324218900,0.0	
41.657040000,-71.328748700,0.0	
41.653238600,-71.333551600,0.0	
41.649629300,-71.338614500,9.1	
41.646222200,-71.343923900,7.5	
41.643026900,-71.349465600,13.0	
41.640052400,-71.355224400,0.0	
41.637307100,-71.361184800,0.0	
41.634798900,-71.367330500,0.0	
41.632534800,-71.373644700,0.0	
41.630521500,-71.380110000,0.0	
41.628764600,-71.386708600,0.0	
41.627269400,-71.393422300,0.0	
41.626040000,-71.400232400,0.0	
41.625080100,-71.407120000,1.7	
41.624392500,-71.414066000,0.0	
41.623979100,-71.421051000,5.2	
41.623841100,-71.428055600,12.1	
41.623979100,-71.435060200,16.1	
41.624392500,-71.442045200,10.7	
41.625080100,-71.448991200,4.2	
41.626040000,-71.455878800,14.0	
41.627269400,-71.462688900,13.0	
41.628764600,-71.469402600,15.4	
41.630521500,-71.476001200,10.6	
41.632534800,-71.482466500,14.6	
41.634798900,-71.488780700,23.3	
41.637307100,-71.494926400,33.0	
41.640052400,-71.500886800,56.9	
41.643026900,-71.506645600,65.8	
41.646222200,-71.512187300,70.7	
41.649629300,-71.517496700,79.7	
41.653238600,-71.522559600,96.3	
41.657040000,-71.527362500,91.5	
41.661022800,-71.531892300,93.6	
41.665176100,-71.536137200,79.1	
41.669488300,-71.540085700,74.7	
41.673947700,-71.543727600,69.7	
41.678541900,-71.547053200,70.6	
41.683258600,-71.550053700,69.0	
41.688084700,-71.552721300,66.3	
41.693007300,-71.555049000,76.4	
41.698013000,-71.557030700,89.7	
41.703088300,-71.558661300,100.2	
41.708219700,-71.559936500,96.3	
41.713393300,-71.560852800,91.6	
41.718595200,-71.561408000,91.2	
41.723811500,-71.561600400,96.3	
41.729028200,-71.561429500,55.3	
41.734231300,-71.560895700,66.9	
41.739406900,-71.560000200,69.5	
41.744541200,-71.558745200,76.3	
41.749620200,-71.557133900,78.1	
41.754630200,-71.555170300,103.9	
41.759557800,-71.552859400,110.0	
41.764389600,-71.550207000,131.4	
41.769112500,-71.547220200,142.5	
41.773713400,-71.543906400,136.3	
41.778179900,-71.540274400,127.3	
41.782499700,-71.536333600,132.5	
41.786660700,-71.532094400,118.7	
41.790651500,-71.527568000,117.4	
41.794460800,-71.522766400,104.9	
41.798078100,-71.517702400,93.6	
41.801493100,-71.512389500,107.9	
41.804696200,-71.506842300,100.0	
41.807678200,-71.501075800,65.7	
41.810430600,-71.495105600,39.3	
41.812945600,-71.488948100,35.3	
41.815215900,-71.482620300,51.9	
41.817234900,-71.476139700,57.7	
41.818996800,-71.469524300,30.9	
41.820496400,-71.462792500,24.5	
41.821729400,-71.455963100,14.2	
41.822692200,-71.449055200,29.7	
41.823381900,-71.442088200,10.4	
41.823796600,-71.435081800,5.5	
41.823934900,-71.428055600,23.7	
41.840609100,-71.428055600,25.6	
41.840447600,-71.419856200,9.9	
41.839963700,-71.411679900,15.4	
41.839158900,-71.403549800,49.9	
41.838035400,-71.395488700,42.0	
41.836596500,-71.387519200,30.2	
41.834846500,-71.379663700,4.6	
41.832790500,-71.371943900,3.4	
41.830434400,-71.364381800,10.4	
41.827785100,-71.356998000,8.4	
41.824850300,-71.349813100,4.5	
41.821638400,-71.342847000,9.8	
41.818158600,-71.336118500,14.3	
41.814421000,-71.329646300,14.2	
41.810436100,-71.323447700,14.9	
41.806215100,-71.317539600,19.9	
41.801770100,-71.311937800,15.2	
41.797113400,-71.306657300,12.5	
41.792258200,-71.301712100,5.9	
41.787217700,-71.297115300,5.7	
41.782006100,-71.292878900,1.5	
41.776637700,-71.289014100,2.3	
41.771127100,-71.285530700,0.6	
41.765489500,-71.282437800,0.0	
41.759740100,-71.279743400,0.9	
41.753894600,-71.277454300,2.9	
41.747968900,-71.275576300,6.4	
41.741978600,-71.274114100,4.6	
41.735940200,-71.273071400,1.6	
41.729869800,-71.272450600,2.8	
41.723783600,-71.272253400,11.9	
41.717697800,-71.272480000,24.2	
41.711629100,-71.273129700,23.4	
41.705593500,-71.274200800,26.6	
41.699607200,-71.275690500,33.4	
41.693686300,-71.277594600,19.3	
41.687846700,-71.279908500,19.1	
41.682104100,-71.282625800,0.0	
41.676474200,-71.285739400,0.0	
41.670972200,-71.289241300,5.7	
41.665612900,-71.293122300,9.5	
41.660410900,-71.297372100,0.1	
41.655380700,-71.301979500,10.8	
41.650536000,-71.306932400,0.0	
41.645890100,-71.312217500,0.0	
41.641455900,-71.317820900,0.0	
41.637245900,-71.323727500,0.0	
41.633271700,-71.329921600,0.0	
